id,TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,VARIATION 1 TYPE,VARIATION 1 NAME,VARIATION 1 VALUES,VARIATION 2 TYPE,VARIATION 2 NAME,condition,availability,root links
JUICEGELS-0011,Pink Bloom Set,"Pink Glitter Gel Press-On Nails with 3D Flower Charms

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the measuring method for true-to-fit sizes 
- Includes mini nail file & wooden cuticle pusher",17,GBP,20,"press_on_nails,gel_x_nails,pink_flower_nails,flower_nails,3dcharms",,../../../public/images/products/il_fullxfull.6551503786_402t.jpg,../../../public/images/products/il_fullxfull.6555240392_9bhe.jpg,../../../public/images/products/il_fullxfull.6555240538_cnmy.jpg,../../../public/images/products/il_fullxfull.6555240598_5fmt.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/pink-bloom-set
JUICEGELS-0012,Love Dot Set,"White base with reflective hearts
- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",15,GBP,20,"valentines_nails,hearts_nails,vanetines_press_ons,gel_nails,heart_nails,heart_press_ons,cute_nails,press_on_nails",,../../../public/images/products/il_fullxfull.7169843447_8uol.jpg,../../../public/images/products/il_fullxfull.6603634427_4f3p.jpg,../../../public/images/products/il_fullxfull.6555513436_lwok.jpg,../../../public/images/products/il_fullxfull.6603634429_4r2h.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/love-dot-set
JUICEGELS-0013,BluePrint Set,"skin toned nail with blue graphic design and white outline
- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",8.5,GBP,20,"graphic_nails,art_nails,press_on_nails,gel_press_on_nails,blue_press_on_nails,blue_gel_nails",,../../../public/images/products/il_fullxfull.6603541147_9xdr.jpg,../../../public/images/products/il_fullxfull.6603541455_m9m9.jpg,../../../public/images/products/il_fullxfull.6603541461_qfuo.jpg,../../../public/images/products/il_fullxfull.6555421138_2my7.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/blueprint-set
JUICEGELS-0014,Pearl Noir Set,"nude base nails with black french tips and black and pink bow accents with pearls

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"press_on_nails,gel_nails,black_coquette,dark_coquette_nails,black_pink_nails,bow_nails,lace_nails,black_french_tip,french_tip_nails",,../../../public/images/products/il_fullxfull.6938045689_5fbc.jpg,../../../public/images/products/il_fullxfull.6938045865_k4pr.jpg,../../../public/images/products/il_fullxfull.6890070012_iknk.jpg,../../../public/images/products/il_fullxfull.6938045883_ppzo.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/pearl-noir-set
JUICEGELS-0015,Petal Flora Set,"pink nude french tip nails with 3d flower charms and heart charm

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"juice_gels,press_on_nails,press_ons,pink_nails,coquette_nails,cute_nails,flower_nails,pink_gel_nails,french_tip_nails",,../../../public/images/products/il_fullxfull.6890065478_rmd2.jpg,../../../public/images/products/il_fullxfull.6938040785_7t3v.jpg,../../../public/images/products/il_fullxfull.6890064702_10i7.jpg,../../../public/images/products/il_fullxfull.6890064706_s879.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/petal-flora-set
JUICEGELS-0016,Peach Blossom Set,"nude nails with cream french tips and 3d flowers and art

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",19.5,GBP,20,"korean_nails,press_on_nails,y2k_nails,flower_nails,peach_nails,summer_nails,gel_nails,juice_gels",,../../../public/images/products/il_fullxfull.6890059548_dukj.jpg,../../../public/images/products/il_fullxfull.6890059752_dmzw.jpg,../../../public/images/products/il_fullxfull.6890059758_g7hv.jpg,../../../public/images/products/il_fullxfull.6938035963_78ic.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/peach-blossom-set
JUICEGELS-0017,Pink Opulence Set,"Pink jelly almond nails with gold accents and 3d gold nail charms

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",19.5,GBP,20,"press_on_nails,pink_nails,pink_gold_nails,almond_nails,y2k_nails,coquette_nails,press_ons,gel_nails,korean_nails",,../../../public/images/products/il_fullxfull.6890054642_m96u.jpg,../../../public/images/products/il_fullxfull.6938030955_spes.jpg,../../../public/images/products/il_fullxfull.6890054886_k3up.jpg,../../../public/images/products/il_fullxfull.6938030973_134d.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/pink-opulence-set
JUICEGELS-0018,Chroma Muse Set,"Almond nails with gradient bases and graphic line art stickers

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,,,../../../public/images/products/il_fullxfull.6938021717_65y6.jpg,../../../public/images/products/il_fullxfull.6938021957_89pr.jpg,../../../public/images/products/il_fullxfull.6890046076_hjfw.jpg,../../../public/images/products/il_fullxfull.6938021963_gwvj.jpg,,,,,,,Secondary colour,Secondary colour,"Pink,Beige",,,new,in stock,https://www.juicegels.com/chroma-muse-set
JUICEGELS-0019,Peach Blossom Set,Nude base almond nails with 3d nail art and 3d gel art,19.5,GBP,20,,,../../../public/images/products/il_fullxfull.7121887836_jhfw.jpg,../../../public/images/products/il_fullxfull.7121888064_hlml.jpg,../../../public/images/products/il_fullxfull.7169857831_f9ud.jpg,../../../public/images/products/il_fullxfull.7121888066_f6ej.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/peach-blossom-set
JUICEGELS-0020,Twinkle Wings Set,"White jelly base with silver star art, rhinestones and butterfly charms",17,GBP,20,,,../../../public/images/products/il_fullxfull.7121885032_eakd.jpg,../../../public/images/products/il_fullxfull.7169853219_hn3v.jpg,../../../public/images/products/il_fullxfull.7169853221_ha7h.jpg,../../../public/images/products/il_fullxfull.7121883574_8gu6.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/twinkle-wings-set
JUICEGELS-0021,Nail Sizing Guide,"Never second guess your nail sizes again! The Juice Gels Size Guide is your must-have tool to get a flawless, custom fit press-on set. Each guide comes with a full range of sizes (0–10) in your chosen nail shape (Almond, Square, or Coffin), along with simple instructions on how to measure.

✨ What’s included:
	•	A full set of sample nail tips in your selected shape (Almond / Square / Coffin)
	•	Step-by-step guide to measure & record your sizes
	•	Easy instructions for sending your sizes straight to Juice Gels when ordering

✨ Why you’ll love it:
	•	Ensures your custom press-ons fit perfectly
	•	Saves time + avoids mistakes when ordering
	•	Reusable for future Juice Gels sets
	•	Available in all Juice Gels signature shapes

✨How it works:
	1.	Place one nail tip on each finger, sidewall to sidewall, to find your perfect size.
	2.	Repeat this step for both hands & write down the number for each finger in the boxes provided.
	3.	If you’re stuck between two sizes, always go with the bigger size!
	4.	Once you’ve measured, simply send your nail sizes through:
	•	Instagram DM: @juicegels
	•	or Etsy message (when placing your order).

💡 Bonus: The £4 you spend on this guide will be deducted from your first custom nail set, so your size guide pays for itself!",4,GBP,20,"press_on_nails,nail_size_guide,press_on_size_guide,press_ons,gel_nails",,../../../public/images/products/il_fullxfull.7113406228_q6ac.jpg,,,,,,,,,,Custom Property,Nail Shapes,"Almond,Square,Oval,Stiletto,Coffin",,,new,in stock,https://www.juicegels.com/nail-sizing-guide
JUICEGELS-0022,Terra Flora Set,"Deep neutral based nails with flower embellishments and line art with French tip 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",17,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,../../../public/images/products/il_fullxfull.7113394194_w6gc.jpg,../../../public/images/products/il_fullxfull.6603590697_ihw4.jpg,../../../public/images/products/il_fullxfull.6603590695_jgea.jpg,../../../public/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/terra-flora-set
JUICEGELS-0023,Petal Pearl Set,"Neutral based white French tip nails with pearl embellishments and 3d flower gel

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,../../../public/images/products/il_fullxfull.7161364849_dwm0.jpg,../../../public/images/products/il_fullxfull.6603590697_ihw4.jpg,../../../public/images/products/il_fullxfull.6603590695_jgea.jpg,../../../public/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/petal-pearl-set
JUICEGELS-0024,Petal Tips Set,"pale pink ombre French tip with 3d gel art and 3d flower

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"cute_press_on_nails,bear_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails",,../../../public/images/products/il_fullxfull.7169848421_10v8.jpg,../../../public/images/products/il_fullxfull.6603451255_tg7j.jpg,../../../public/images/products/il_fullxfull.6555330384_qzf9.jpg,../../../public/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/petal-tips-set
JUICEGELS-0025,Colour Pop Parade Set,"Multicoloured nail art with minimal 3d art  

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",14.5,GBP,20,"gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,red_nails,cherry_nails,valentines_nails",,../../../public/images/products/il_fullxfull.7161361001_1iou.jpg,../../../public/images/products/il_fullxfull.7161323097_c7d7.jpg,../../../public/images/products/il_fullxfull.7113348994_bm1m.jpg,../../../public/images/products/il_fullxfull.7161323095_bdfj.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/colour-pop-parade-set
JUICEGELS-0026,Blossom Tips Set,"French tips with branches and 3d flowers with pearl centre

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,bear_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails",,../../../public/images/products/il_fullxfull.7113384080_9gvi.jpg,../../../public/images/products/il_fullxfull.6603451255_tg7j.jpg,../../../public/images/products/il_fullxfull.6555330384_qzf9.jpg,../../../public/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/blossom-tips-set
JUICEGELS-0027,Cobalt Crème Set,"Almond cobalt coloured designing with pale yellow art 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",14.5,GBP,20,"gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,red_nails,cherry_nails,valentines_nails",,../../../public/images/products/il_fullxfull.7113381420_e5gj.jpg,../../../public/images/products/il_fullxfull.7161323097_c7d7.jpg,../../../public/images/products/il_fullxfull.7113348994_bm1m.jpg,../../../public/images/products/il_fullxfull.7161323095_bdfj.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/cobalt-cr-me-set
JUICEGELS-0028,Tangerine Tips Set,"neutral based almond nails with French tips and orange detail and flower art 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",15,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,../../../public/images/products/il_fullxfull.7161350617_gptg.jpg,../../../public/images/products/il_fullxfull.7113376734_gknd.jpg,../../../public/images/products/il_fullxfull.7113376738_538h.jpg,../../../public/images/products/il_fullxfull.7113376730_j7pq.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/tangerine-tips-set
JUICEGELS-0029,Tangerine Luxe Set,"Almond nails with orange hue gold line art and 3d gel art

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,Cherry_blossom_nails,Sakura_nails,pink_nails,spring_nails",,../../../public/images/products/il_fullxfull.7113372746_rjln.jpg,../../../public/images/products/il_fullxfull.7161346781_pdej.jpg,../../../public/images/products/il_fullxfull.7161346779_1asb.jpg,../../../public/images/products/il_fullxfull.7113372748_smbl.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/tangerine-luxe-set
JUICEGELS-0030,Sundown Shine Set,"1/2 of the Sunshift Duo Set, deeper set version where the sun dips but the colour still shines.  

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"cute_press_on_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,Cherry_blossom_nails,Sakura_nails,pink_nails,spring_nails",,../../../public/images/products/il_fullxfull.7161329483_2uvv.jpg,../../../public/images/products/il_fullxfull.7161329485_ro54.jpg,../../../public/images/products/il_fullxfull.7161329487_9lrm.jpg,../../../public/images/products/il_fullxfull.7161329495_m908.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/sundown-shine-set
JUICEGELS-0031,Sunset Haze Set,"1/2 of the Sunshift Duo Set, warmer set version wwith all the warmth of golden hour, bottled in a blooming nail set. 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"cute_press_on_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,Cherry_blossom_nails,Sakura_nails,pink_nails,spring_nails",,../../../public/images/products/il_fullxfull.7161335591_kzzx.jpg,../../../public/images/products/il_fullxfull.7161329485_ro54.jpg,../../../public/images/products/il_fullxfull.7161329487_9lrm.jpg,../../../public/images/products/il_fullxfull.7161329495_m908.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/sunset-haze-set
JUICEGELS-0032,Sunlit Glaze Set,"Almond pale yellow press on set with 3d gel art and gold line art 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",14.5,GBP,20,"gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,red_nails,cherry_nails,valentines_nails",,../../../public/images/products/il_fullxfull.7161323091_sdtl.jpg,../../../public/images/products/il_fullxfull.7161323097_c7d7.jpg,../../../public/images/products/il_fullxfull.7113348994_bm1m.jpg,../../../public/images/products/il_fullxfull.7161323095_bdfj.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/sunlit-glaze-set
JUICEGELS-0033,Amethyst Skies Set,"neutral based purple gradient glitter base with clouds, stars, moons and rhinestone gems 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",15.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,../../../public/images/products/il_fullxfull.6720390037_k2xc.jpg,../../../public/images/products/il_fullxfull.6603590697_ihw4.jpg,../../../public/images/products/il_fullxfull.6603590695_jgea.jpg,../../../public/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/amethyst-skies-set
JUICEGELS-0034,Blush Lace Set,"Pink pastel base with white line art 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",14,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,../../../public/images/products/il_fullxfull.6762691522_r45l.jpg,../../../public/images/products/il_fullxfull.6603590697_ihw4.jpg,../../../public/images/products/il_fullxfull.6603590695_jgea.jpg,../../../public/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,Custom Property,Colours,"Pink,Purple,Green,Light Blue,Dark Blue",,,new,in stock,https://www.juicegels.com/blush-lace-set
JUICEGELS-0035,Emerald Swirl Set,"Green gradient base tone with white graphic line designs 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",12.5,GBP,20,"graphic_nails,art_nails,press_on_nails,gel_press_on_nails,blue_press_on_nails,blue_gel_nails",,../../../public/images/products/il_fullxfull.6711031437_hibm.jpg,../../../public/images/products/il_fullxfull.6603541455_m9m9.jpg,../../../public/images/products/il_fullxfull.6603541461_qfuo.jpg,../../../public/images/products/il_fullxfull.6555421138_2my7.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/emerald-swirl-set
JUICEGELS-0036,Blossom Luxe Set,"jelly white and pink base with sakura art and hints of gold 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"cute_press_on_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,Cherry_blossom_nails,Sakura_nails,pink_nails,spring_nails",,../../../public/images/products/il_fullxfull.6647358066_mdqt.jpg,../../../public/images/products/il_fullxfull.6603451255_tg7j.jpg,../../../public/images/products/il_fullxfull.6555330384_qzf9.jpg,../../../public/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/blossom-luxe-set
JUICEGELS-0037,Garden Bloom Set,"Green tips with 3d flowers and pearl accents

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,../../../public/images/products/il_fullxfull.6692806039_lsq9.jpg,../../../public/images/products/il_fullxfull.6603451255_tg7j.jpg,../../../public/images/products/il_fullxfull.6555330384_qzf9.jpg,../../../public/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/garden-bloom-set
JUICEGELS-0038,Buttercup Bear Set,"Yellow based set with pearls French tip and 3d bear charm
- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,../../../public/images/products/il_fullxfull.6711051548_58b3.jpg,../../../public/images/products/il_fullxfull.6603590697_ihw4.jpg,../../../public/images/products/il_fullxfull.6603590695_jgea.jpg,../../../public/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,,,,,,new,in stock,https://www.juicegels.com/buttercup-bear-set
